RowIndex;rawValue;byteValue;signedValue
1661;30;30;30
1662;31;31;31
1663;30;30;30
1664;30;30;30
1665;29;29;29
1666;28;28;28
1667;28;28;28
1668;28;28;28
1669;28;28;28
1670;27;27;27
1671;27;27;27
1672;26;26;26
1673;26;26;26
1674;26;26;26
1675;24;24;24
1676;25;25;25
1677;24;24;24
1678;24;24;24
1679;23;23;23
1680;22;22;22
1681;22;22;22
1682;22;22;22
1683;21;21;21
1684;20;20;20
1685;21;21;21
1686;20;20;20
1687;18;18;18
1688;18;18;18
1689;17;17;17
1690;17;17;17
1691;16;16;16
1692;16;16;16
1693;16;16;16
1694;16;16;16
1695;14;14;14
1696;13;13;13
1697;13;13;13
1698;13;13;13
1699;12;12;12
1700;12;12;12
1701;12;12;12
1702;11;11;11
1703;10;10;10
1704;10;10;10
1705;9;9;9
1706;9;9;9
1707;8;8;8
1708;7;7;7
1709;6;6;6
1710;6;6;6
1711;6;6;6
1712;5;5;5
1713;5;5;5
1714;4;4;4
1715;3;3;3
1716;3;3;3
1717;3;3;3
1718;1;1;1
1719;1;1;1
1720;0;0;0
1721;0;0;0
1722;255;255;-1
1723;254;254;-2
1724;254;254;-2
1725;253;253;-3
1726;252;252;-4
1727;252;252;-4
1728;251;251;-5
1729;251;251;-5
1730;250;250;-6
1731;250;250;-6
1732;249;249;-7
1733;248;248;-8
1734;247;247;-9
1735;246;246;-10
1736;247;247;-9
1737;246;246;-10
1738;245;245;-11
1739;244;244;-12
1740;244;244;-12
1741;243;243;-13
1742;242;242;-14
1743;242;242;-14
1744;242;242;-14
1745;242;242;-14
1746;240;240;-16
1747;240;240;-16
1748;239;239;-17
1749;238;238;-18
1750;238;238;-18
1751;237;237;-19
1752;237;237;-19
1753;236;236;-20
1754;236;236;-20
1755;235;235;-21
1756;234;234;-22
1757;234;234;-22
1758;233;233;-23
1759;232;232;-24
1760;231;231;-25
1761;232;232;-24
1762;230;230;-26
1763;230;230;-26
1764;230;230;-26
1765;229;229;-27
1766;228;228;-28
1767;228;228;-28
1768;228;228;-28
1769;227;227;-29
1770;226;226;-30
1771;226;226;-30
1772;225;225;-31
1773;225;225;-31
1774;224;224;-32
1775;224;224;-32
1776;223;223;-33
1777;223;223;-33
1778;222;222;-34
1779;222;222;-34
1780;221;221;-35
1781;220;220;-36
1782;220;220;-36
1783;220;220;-36
1784;219;219;-37
1785;219;219;-37
1786;218;218;-38
1787;217;217;-39
1788;217;217;-39
1789;216;216;-40
1790;216;216;-40
1791;216;216;-40
1792;216;216;-40
1793;215;215;-41
1794;214;214;-42
1795;214;214;-42
1796;214;214;-42
1797;213;213;-43
1798;213;213;-43
1799;212;212;-44
1800;212;212;-44
1801;211;211;-45
1802;211;211;-45
1803;212;212;-44
1804;211;211;-45
1805;209;209;-47
1806;211;211;-45
1807;210;210;-46
1808;209;209;-47
1809;209;209;-47
1810;209;209;-47
1811;208;208;-48
1812;208;208;-48
1813;207;207;-49
1814;208;208;-48
1815;207;207;-49
1816;207;207;-49
1817;206;206;-50
1818;206;206;-50
1819;206;206;-50
1820;205;205;-51
1821;205;205;-51
1822;205;205;-51
1823;205;205;-51
1824;205;205;-51
1825;204;204;-52
1826;204;204;-52
1827;203;203;-53
1828;204;204;-52
1829;204;204;-52
1830;202;202;-54
1831;203;203;-53
1832;203;203;-53
1833;202;202;-54
1834;203;203;-53
1835;203;203;-53
1836;202;202;-54
1837;203;203;-53
1838;202;202;-54
1839;202;202;-54
1840;201;201;-55
1841;201;201;-55
1842;201;201;-55
1843;201;201;-55
1844;201;201;-55
1845;201;201;-55
1846;201;201;-55
1847;201;201;-55
1848;201;201;-55
1849;200;200;-56
1850;200;200;-56
1851;201;201;-55
1852;201;201;-55
1853;200;200;-56
1854;200;200;-56
1855;200;200;-56
1856;201;201;-55
1857;200;200;-56
1858;201;201;-55
1859;201;201;-55
1860;201;201;-55
1861;200;200;-56
1862;200;200;-56
1863;201;201;-55
1864;201;201;-55
1865;201;201;-55
1866;201;201;-55
1867;200;200;-56
1868;201;201;-55
1869;201;201;-55
1870;201;201;-55
1871;202;202;-54
1872;202;202;-54
1873;202;202;-54
1874;202;202;-54
1875;202;202;-54
1876;202;202;-54
1877;202;202;-54
1878;202;202;-54
1879;202;202;-54
1880;203;203;-53
1881;203;203;-53
1882;203;203;-53
1883;203;203;-53
1884;204;204;-52
1885;204;204;-52
1886;204;204;-52
1887;204;204;-52
1888;204;204;-52
1889;204;204;-52
1890;204;204;-52
1891;205;205;-51
1892;206;206;-50
1893;205;205;-51
1894;206;206;-50
1895;206;206;-50
1896;207;207;-49
1897;206;206;-50
1898;207;207;-49
1899;208;208;-48
1900;208;208;-48
1901;208;208;-48
1902;209;209;-47
1903;209;209;-47
1904;209;209;-47
1905;210;210;-46
1906;209;209;-47
1907;210;210;-46
1908;211;211;-45
1909;211;211;-45
1910;211;211;-45
1911;212;212;-44
1912;212;212;-44
1913;212;212;-44
1914;212;212;-44
1915;213;213;-43
1916;214;214;-42
1917;214;214;-42
1918;215;215;-41
1919;214;214;-42
1920;216;216;-40
1921;216;216;-40
1922;216;216;-40
1923;217;217;-39
1924;217;217;-39
1925;217;217;-39
1926;218;218;-38
1927;218;218;-38
1928;219;219;-37
1929;220;220;-36
1930;220;220;-36
1931;220;220;-36
1932;221;221;-35
1933;221;221;-35
1934;222;222;-34
1935;222;222;-34
1936;223;223;-33
1937;224;224;-32
1938;224;224;-32
1939;225;225;-31
1940;225;225;-31
1941;225;225;-31
1942;226;226;-30
1943;226;226;-30
1944;228;228;-28
1945;227;227;-29
1946;228;228;-28
1947;229;229;-27
1948;230;230;-26
1949;231;231;-25
1950;231;231;-25
1951;231;231;-25
1952;232;232;-24
1953;232;232;-24
1954;233;233;-23
1955;233;233;-23
1956;235;235;-21
1957;235;235;-21
1958;235;235;-21
1959;237;237;-19
1960;236;236;-20
1961;237;237;-19
1962;237;237;-19
1963;238;238;-18
1964;239;239;-17
1965;241;241;-15
1966;241;241;-15
1967;241;241;-15
1968;241;241;-15
1969;242;242;-14
1970;243;243;-13
1971;244;244;-12
1972;244;244;-12
1973;245;245;-11
1974;245;245;-11
1975;246;246;-10
1976;247;247;-9
1977;247;247;-9
1978;247;247;-9
1979;248;248;-8
1980;248;248;-8
1981;250;250;-6
1982;250;250;-6
1983;251;251;-5
1984;252;252;-4
1985;252;252;-4
1986;253;253;-3
1987;254;254;-2
1988;253;253;-3
1989;255;255;-1
1990;255;255;-1
1991;0;0;0
1992;0;0;0
1993;0;0;0
1994;1;1;1
1995;2;2;2
1996;3;3;3
1997;4;4;4
1998;4;4;4
1999;4;4;4
